OverallCond,HeatingQC,GrLivArea,FullBath,BedroomAbvGr,KitchenQual,GarageCars,SalePrice
3,2,31.02935711631364,1,1,2,0,780891.0
5,5,131.36380527684875,2,3,4,2,3536860.0
7,3,125.13935340022297,1,3,3,0,2136025.0
5,5,160.16350798959496,2,3,4,2,3735560.0
5,3,80.2675585284281,1,3,3,2,2210537.5
5,3,107.67372723894464,1,3,3,1,3139460.0
5,5,148.7365291713118,2,3,4,2,5404640.0
5,5,170.75436640654033,2,2,5,3,6259050.0
5,5,212.28167967298404,2,4,4,3,4927760.0
5,5,156.0758082497213,2,3,4,2,4237277.5
5,5,71.256038647343,1,1,3,1,2642710.0
5,5,138.9817911557042,2,3,4,2,3569943.5500000003
5,4,202.80564845782237,2,4,4,3,4550230.0
7,5,151.89520624303233,1,3,3,2,4172700.0
7,5,71.3489409141583,1,2,3,2,2573165.0
7,3,76.644370122631,1,2,3,2,2483750.0
5,5,194.53734671125977,2,4,4,2,5225810.0
6,3,99.31252322556671,2,2,3,2,2781800.0
6,4,86.21330360460796,1,3,3,1,2235375.0
5,5,159.51319212188778,2,3,4,3,5076785.0
5,5,104.60795243403939,2,2,4,2,2145960.0
5,5,190.07803790412487,2,3,4,3,5643080.0
6,3,97.36157562244519,1,2,3,1,2245310.0
5,3,101.44927536231884,1,2,3,1,2801670.0
6,4,124.11742846525456,1,3,3,1,2145960.0
5,5,134.3366778149387,2,3,3,2,3477250.0
5,5,144.64882943143814,2,2,4,2,4649580.0
6,3,129.31995540691193,1,3,3,2,2414205.0
5,4,129.041248606466,1,2,3,2,3377900.0
6,5,92.53065774804905,1,3,3,0,2145960.0
7,5,155.51839464882943,2,4,3,2,3675950.0
5,5,213.21070234113714,2,4,4,2,5325160.0
4,3,153.01003344481606,1,4,2,1,2543360.0
5,5,232.627276105537,2,4,5,3,6457750.0
5,5,142.6049795615013,2,3,4,2,4252180.0
8,5,198.06763285024155,1,1,4,2,6290842.0
5,3,87.60683760683762,1,2,3,2,2701525.2
5,3,160.5351170568562,2,6,3,2,2833462.0
6,5,80.2675585284281,1,2,4,1,2384400.0
5,4,157.19063545150502,2,3,4,2,4460815.0
5,5,132.85024154589374,2,3,3,2,3377900.0
7,3,103.02861389817912,1,3,3,1,2761930.0
5,3,112.96915644741732,1,2,3,1,2354595.0
7,4,137.21664808621333,2,3,3,1,2881150.0
6,5,122.63099219620959,1,3,3,2,3268615.0
5,5,129.31995540691193,2,2,4,2,2901020.0
5,5,166.759568933482,2,4,3,1,2612905.0
6,5,132.75733927907842,1,3,4,2,3614353.0
5,5,189.70642883686364,2,3,5,3,5032931.91
5,3,75.80824972129321,1,3,3,0,2354595.0
9,4,257.8037904124861,3,3,4,2,6457750.0
7,5,146.1352657004831,1,3,4,1,2642710.0
5,5,188.40579710144928,2,2,4,3,7349913.0
7,5,77.85209959123003,1,2,2,1,2583100.0
6,3,79.89594946116685,1,2,3,2,2722190.0
8,5,136.84503901895206,1,1,5,1,2841410.0
6,3,86.86361947231514,1,2,3,1,1579665.0
5,5,146.97138610182088,2,3,4,2,3693833.0
5,5,213.30360460795245,2,3,5,3,8980246.5
8,5,75.80824972129321,1,2,3,2,2742060.0
5,5,78.78112225938314,1,1,4,2,2781800.0
6,3,85.84169453734671,1,3,3,1,2185700.0
5,5,169.6395392047566,2,3,4,3,6338530.0
7,5,127.09030100334449,1,3,3,1,2275194.48
5,5,130.24897807506503,0,2,4,3,3858773.87
6,5,153.01003344481606,2,3,4,2,4321725.0
6,3,144.55592716462283,2,3,3,2,3000370.0
5,5,176.88591601635082,2,3,5,2,5464250.0
6,3,127.74061687105166,1,3,4,1,2801670.0
5,5,177.90784095131923,2,3,4,2,4371400.0
5,5,111.48272017837236,2,2,4,2,3000370.0
5,5,138.7959866220736,2,3,4,2,4391270.0
6,3,184.50390189520624,2,3,3,2,4073350.0
5,4,96.61835748792271,1,3,4,2,3020240.0
8,5,186.5477517651431,3,3,5,1,4470750.0
6,3,296.7298402081011,2,4,3,2,7135317.0
5,4,95.5964325529543,1,3,3,1,2354595.0
5,5,200.01858045336309,2,3,5,3,6219310.0
6,3,95.87513935340023,2,3,3,2,2940760.0
5,5,173.91304347826087,2,3,5,2,5196005.0
5,5,104.05053883314754,1,3,3,0,2920890.0
6,5,58.52842809364549,1,1,3,0,1500185.0
7,5,97.91898922333705,1,3,4,2,2732125.0
5,5,140.18952062430324,2,3,4,2,3640184.0
6,4,77.29468599033817,1,2,4,2,2096285.0
5,5,169.82534373838723,2,3,4,3,6255334.3100000005
5,5,210.1449275362319,2,4,4,3,6060350.0
3,3,80.2675585284281,1,2,3,0,1331290.0
7,3,242.84652545522113,2,4,3,2,4768800.0
6,3,91.0442214790041,1,3,3,2,2682450.0
5,5,140.46822742474916,2,2,4,2,3348095.0
5,4,166.29505759940542,1,4,3,2,3281530.5
6,3,103.6789297658863,1,3,3,2,3179200.0
5,3,132.10702341137124,1,3,3,1,2779813.0
6,5,141.21144555927165,1,3,3,1,3040110.0
5,3,193.23671497584542,1,5,2,2,2682450.0
5,3,125.4180602006689,1,3,3,2,3348095.0
6,3,162.57896692679302,1,3,5,1,2463880.0
5,5,144.3701226309922,2,2,4,2,4162765.0
5,3,131.08509847640283,2,3,3,2,1639275.0
7,3,98.10479375696768,1,3,3,1,2769878.0
5,4,98.10479375696768,0,0,3,2,2861280.0
7,5,315.40319583797844,2,8,2,0,3974000.0
3,2,74.32181345224824,1,1,2,0,1192200.0
4,3,128.85544407283538,2,3,4,1,1847910.0
7,4,73.950204384987,1,2,3,0,1688950.0
5,5,145.57785209959124,2,1,5,3,5256827.07
5,5,141.02564102564102,1,1,5,2,5444380.0
5,5,179.20847268673356,2,3,4,2,4490620.0
7,4,251.20772946859904,2,4,5,2,6855150.0
5,5,150.5016722408027,2,4,3,2,3020240.0
5,5,164.065403195838,2,2,5,3,7369345.86
5,3,91.13712374581941,1,3,3,2,2846377.5
5,4,97.36157562244519,1,3,3,2,1953221.0
5,5,101.63507989594947,1,3,3,2,3079850.0
5,3,170.84726867335564,1,4,3,2,3079850.0
6,4,58.52842809364549,1,1,3,0,1679015.0
6,5,154.68227424749165,2,3,4,2,4092226.5
5,3,140.28242289111856,1,4,3,1,2145960.0
5,5,159.42028985507247,2,2,4,2,3795170.0
7,5,136.47342995169083,1,3,3,1,2682450.0
6,5,196.30248978075068,2,2,4,3,6954500.0
5,3,101.44927536231884,1,3,3,1,1748560.0
7,5,97.82608695652175,1,3,4,1,2891085.0
6,3,139.53920475659606,1,3,3,1,2960630.0
5,3,135.45150501672242,1,3,3,1,1937325.0
7,5,138.0527684875511,1,3,3,2,3318290.0
7,3,179.76588628762542,2,3,3,2,3932273.0
7,5,227.42474916387962,2,4,4,3,7987740.0
3,4,129.31995540691193,1,2,3,2,2185700.0
5,3,109.71757710888146,2,3,3,2,2732125.0
5,5,194.8160535117057,1,1,5,3,8405010.0
5,5,179.85878855444074,2,3,4,2,4580035.0
5,3,221.1073950204385,2,3,3,2,2563230.0
5,5,155.982905982906,2,3,4,2,3844845.0
6,4,133.5005574136009,1,3,3,2,3338160.0
5,5,109.62467484206616,1,2,2,1,2732125.0
5,5,137.123745819398,2,3,4,2,3447445.0
6,3,127.1832032701598,2,3,3,1,2058532.0
6,3,112.22593831289484,1,3,3,2,3278550.0
7,5,170.84726867335564,2,3,4,2,5116525.0
6,3,105.5369751021925,1,3,3,1,2781800.0
6,3,133.87216648086215,2,3,3,2,2950695.0
2,2,164.80862133036047,2,4,3,3,1728690.0
8,5,73.57859531772576,1,2,4,1,2175765.0
5,5,190.07803790412487,2,3,4,3,7401575.0
5,3,91.78743961352657,1,3,3,2,2553295.0
5,3,85.74879227053141,2,2,3,1,2841410.0
5,5,141.21144555927165,1,3,3,1,3167953.58
5,5,119.93682645856559,1,2,4,2,3437510.0
5,5,154.96098104793757,2,3,4,3,5662950.0
5,4,170.84726867335564,2,4,3,2,4391270.0
5,4,194.1657376439985,2,3,4,2,4123025.0
6,5,163.60089186176143,3,3,4,2,4527876.25
5,5,102.37829803047195,2,2,4,2,2956656.0
6,5,131.82831661092533,2,2,4,2,7789040.0
5,5,126.53288740245263,2,2,4,2,3868689.0
5,5,78.78112225938314,1,1,4,2,2801670.0
6,5,400.96618357487927,3,4,5,3,15001850.0
5,5,234.02081010776664,2,4,4,2,6656450.0
6,5,99.68413229282795,1,2,3,1,2155497.6
6,3,142.97658862876256,1,3,3,2,2811605.0
6,4,105.62987736900781,2,2,4,2,3497120.0
7,4,57.227796358231146,1,2,3,1,1768430.0
7,2,106.65180230397623,1,2,3,1,2453945.0
8,5,83.05462653288741,1,3,3,1,2751995.0
5,5,129.22705314009661,2,2,4,2,3894520.0
5,5,167.22408026755855,2,3,4,3,6209375.0
5,3,108.13823857302118,1,3,3,2,2781800.0
5,5,239.31623931623932,2,4,5,3,7191330.53
9,4,168.33890746934227,2,4,4,2,2781800.0
5,5,137.86696395392048,2,3,4,2,4232310.0
5,2,101.44927536231884,2,3,2,0,1092850.0
5,3,169.453734671126,2,2,4,2,6000740.0
5,5,123.00260126347084,2,2,4,2,5046980.0
5,5,135.2657004830918,2,3,4,2,3567459.8000000003
7,3,83.9836492010405,1,3,3,1,2183713.0
6,4,67.72575250836121,1,2,3,0,1033240.0
7,4,109.43887030843553,1,2,3,1,2042159.12
5,4,114.08398364920104,2,2,4,2,3755430.0
5,3,89.18617614269789,1,3,3,2,2563230.0
8,5,137.40245261984393,2,3,4,2,2593035.0
5,3,125.4180602006689,2,3,3,2,3278550.0
8,5,237.2723894463025,1,3,3,2,3169265.0
6,4,109.43887030843553,1,3,4,2,3119590.0
5,5,224.6376811594203,2,3,4,3,6775670.0
6,3,90.2081010776663,1,3,3,1,2553295.0
5,3,161.83574879227055,2,2,4,2,5464250.0
5,5,78.78112225938314,1,1,4,2,2841410.0
7,5,80.2675585284281,1,3,3,2,2473815.0
6,5,136.56633221850615,2,4,3,1,2682450.0
5,5,157.74804905239688,2,3,5,3,6358400.0
6,3,80.2675585284281,1,3,4,2,2394335.0
9,5,156.0758082497213,2,3,4,2,4411140.0
5,5,114.45559271646229,2,2,4,2,3864715.0
5,3,164.9944258639911,2,4,3,3,2185700.0
5,3,112.22593831289484,1,2,3,2,2046610.0
5,5,150.13006317354143,2,2,4,2,4699255.0
5,5,106.46599777034561,2,3,4,2,3725625.0
5,5,188.68450390189523,2,3,4,2,4421075.0
6,5,106.28019323671498,1,3,3,1,2610918.0
5,3,88.07134894091416,1,3,3,1,2145960.0
7,2,164.2512077294686,1,2,3,2,3238810.0
4,4,96.61835748792271,2,2,3,2,1857845.0
5,5,167.31698253437384,2,3,4,3,4766813.0
5,3,111.48272017837236,3,3,3,0,3556730.0
5,5,160.5351170568562,2,3,4,2,3775300.0
7,5,133.03604607952434,2,2,3,2,2622840.0
8,4,84.726867335563,1,3,4,1,2821540.0
5,5,125.32515793385359,2,3,3,2,3556730.0
6,5,136.00891861761428,2,3,3,2,3477250.0
5,4,124.21033073206986,2,2,4,2,3576600.0
9,5,252.22965440356745,3,4,4,2,5957026.0
5,5,209.58751393534004,2,4,4,2,4689320.0
7,3,245.26198439241918,1,4,4,4,5285002.73
5,5,159.7918989223337,2,3,4,2,5174148.0
3,3,142.04756596060946,2,4,3,1,1947260.0
7,4,105.90858416945375,1,3,3,0,1917455.0
5,5,122.63099219620959,2,3,4,2,3218940.0
5,5,138.7959866220736,2,3,4,2,4311790.0
5,4,194.908955778521,2,3,5,3,5474185.0
8,4,95.31772575250837,1,3,4,2,3099720.0
5,4,136.65923448532146,2,3,3,2,3427575.0
5,5,164.2512077294686,2,3,4,2,4212440.0
5,3,128.76254180602007,2,3,3,2,3157343.0
5,4,139.44630248978075,2,3,3,2,3564678.0
5,5,235.13563730955036,2,4,4,3,5762300.0
6,5,80.2675585284281,1,2,3,1,2533425.0
5,3,120.8658491267187,1,2,2,2,1987000.0
5,5,143.71980676328502,2,3,4,2,4276024.0
5,5,219.71386101820886,2,3,4,3,6696190.0
5,5,138.7959866220736,1,2,5,2,5364900.0
5,5,139.91081382385732,2,2,5,2,5248302.84
5,3,159.23448532144187,2,3,3,2,3904455.0
7,5,162.57896692679302,2,4,3,1,3179200.0
5,5,170.5685618729097,2,3,4,2,4308551.19
5,5,304.62653288740245,3,4,5,3,10690060.0
5,3,79.71014492753623,1,2,3,2,2680463.0
5,3,113.34076551467857,1,2,3,2,2026740.0
5,3,103.77183203270161,1,3,3,2,2126090.0
5,5,84.726867335563,1,2,3,1,2275115.0
5,4,183.29617242660723,2,3,4,3,7848650.0
5,5,111.8543292456336,2,2,3,2,3218940.0
5,5,149.94425863991083,2,3,4,3,4401205.0
5,3,83.05462653288741,1,3,3,2,2831475.0
5,3,187.66257896692682,2,4,3,2,2861280.0
5,3,93.27387588257155,1,2,3,2,2682450.0
5,4,116.40654031958381,2,3,3,2,3497120.0
5,5,148.92233370494242,2,3,4,2,3495133.0
5,5,132.85024154589374,2,3,4,2,3717677.0
6,5,103.12151616499443,1,1,4,2,3288485.0
6,5,137.86696395392048,2,3,3,0,2543360.0
5,3,124.67484206614643,2,3,3,2,3209005.0
6,3,153.4745447788926,2,4,3,1,2761930.0
5,5,193.60832404310668,2,4,4,2,4629710.0
7,5,83.70494240059458,1,2,3,1,2143973.0
8,4,193.8870308435526,2,5,4,2,3725625.0
5,5,106.3730955035303,2,2,4,2,3183174.0
5,3,98.66220735785954,1,3,3,2,2916916.0
5,5,187.01226309921964,2,3,3,2,5360727.3
5,5,138.9817911557042,2,3,4,2,4470750.0
5,5,176.049795615013,2,3,4,2,3864715.0
6,3,145.2991452991453,2,3,3,2,3397770.0
5,5,119.37941285767373,1,3,3,2,2851345.0
5,4,71.81345224823487,1,2,3,1,2185700.0
5,5,291.7131178000743,3,4,5,3,9636950.0
7,5,164.2512077294686,1,3,4,1,3477250.0
5,4,156.81902638424378,2,4,4,2,3974000.0
7,5,111.11111111111111,1,2,3,2,2183713.0
5,5,135.2657004830918,2,3,4,2,3755430.0
5,5,262.17019695280567,3,4,5,3,11582878.71
5,3,104.79375696767002,1,2,3,1,2344660.0
5,5,132.6644370122631,2,3,5,2,4524001.600000001
5,4,91.0442214790041,2,3,3,1,2692385.0
6,5,146.41397250092902,1,3,4,2,4440945.0
5,3,100.89186176142698,1,3,3,2,3178206.5
5,3,198.62504645113341,2,2,3,2,2106220.0
6,2,121.60906726124118,1,3,4,2,3596470.0
5,5,78.78112225938314,1,1,4,2,2871215.0
5,3,96.98996655518395,1,2,2,2,1112580.9100000001
6,4,133.96506874767746,1,4,3,1,3137473.0
7,4,116.12783351913788,1,3,2,1,2304920.0
5,5,154.31066518023042,2,3,4,2,4468763.0
6,4,93.64548494983278,1,2,3,1,2722190.0
5,5,156.9119286510591,2,3,4,3,5384770.0
7,4,97.73318468970643,1,3,3,2,3079850.0
5,5,126.16127833519138,2,2,4,2,4450880.0
5,5,152.35971757710888,2,3,4,2,3636210.0
4,3,86.95652173913044,1,2,3,2,1847910.0
5,5,160.99962839093274,2,3,4,2,4470750.0
7,3,138.33147528799702,2,3,3,1,2771865.0
5,5,138.33147528799702,2,3,4,2,4621762.0
5,5,193.60832404310668,2,2,5,3,7649950.0
6,4,72.83537718320328,1,2,4,0,2175765.0
5,5,133.22185061315497,2,3,4,2,3755430.0
5,3,197.5102192493497,2,3,3,2,3675950.0
5,5,113.6194723151245,2,2,4,2,2928838.0
5,3,129.31995540691193,1,3,3,2,3298420.0
5,5,111.48272017837236,2,2,4,2,3000370.0
6,5,169.91824600520255,2,3,4,2,4709190.0
6,3,140.83983649201042,1,3,3,2,3318290.0
6,4,106.28019323671498,1,3,3,2,2780806.5
7,3,99.12671869193609,2,2,4,2,2543360.0
6,4,144.83463396506875,1,2,3,2,3050045.0
5,3,91.69453734671127,1,2,3,1,1987000.0
6,5,102.09959123002602,1,3,4,1,2861280.0
6,5,111.48272017837236,1,3,3,1,2593035.0
8,3,137.68115942028987,2,4,2,1,2781800.0
8,4,142.97658862876256,2,3,4,2,3129525.0
7,3,108.2311408398365,1,3,3,2,3475263.0
4,5,167.22408026755855,2,6,3,0,2801670.0
8,4,131.54960981047938,1,4,3,3,3057993.0
5,3,158.02675585284283,2,3,3,2,3397770.0
5,5,164.90152359717578,2,3,4,2,4232310.0
6,5,80.2675585284281,1,3,3,1,2652645.0
8,3,219.06354515050168,3,5,3,2,4768800.0
7,5,172.3337049424006,2,3,3,2,3715690.0
5,5,78.78112225938314,1,1,4,2,2612905.0
5,5,135.2657004830918,2,2,4,2,4272050.0
5,4,152.91713117800074,2,4,3,1,3258680.0
6,3,134.24377554812338,1,3,3,2,3139460.0
4,3,165.27313266443701,1,3,3,2,3377900.0
8,5,96.61835748792271,1,3,3,1,2523490.0
6,3,95.31772575250837,1,3,3,2,2920890.0
5,4,137.58825715347456,2,3,3,2,3457380.0
5,3,127.27610553697511,2,3,3,2,3020240.0
7,3,246.56261612783354,2,4,4,2,4967500.0
8,4,132.47863247863248,1,3,4,1,3774306.5
4,5,96.5254552211074,1,3,3,2,2612905.0
5,3,101.9137866963954,2,3,3,2,3020240.0
5,3,106.65180230397623,1,3,3,1,2632775.0
5,5,127.46191007060573,2,3,4,2,4979024.600000001
6,3,93.08807134894091,1,3,3,2,2950695.0
5,5,152.91713117800074,2,3,4,3,4945643.0
5,3,104.05053883314754,1,3,2,2,2563230.0
6,4,215.5332590115199,2,2,3,2,3358030.0
5,5,181.06651802303978,2,3,4,2,4689320.0
5,4,83.05462653288741,1,2,3,1,2175765.0
5,5,156.26161278335192,2,3,4,2,3983935.0
7,4,84.54106280193237,1,3,4,2,2304920.0
7,4,117.80007432181345,1,3,3,1,2642710.0
6,5,105.07246376811595,1,3,3,1,1321355.0
5,5,242.4749163879599,2,4,5,2,6030087.99
5,4,96.61835748792271,1,3,3,2,2627807.5
5,5,206.6146413972501,2,4,5,3,6954500.0
7,3,107.30211817168339,1,3,4,2,2940760.0
8,5,80.2675585284281,1,3,3,1,2712255.0
5,4,101.26347082868823,1,2,3,2,3119590.0
5,5,159.51319212188778,2,3,4,2,3725625.0
5,4,147.9933110367893,2,3,3,2,3536860.0
5,3,207.17205499814196,1,5,3,1,2354595.0
5,3,82.86882199925678,1,3,3,1,1987000.0
5,5,158.7699739873653,2,2,4,2,6535243.0
5,5,159.04868078781124,2,4,3,2,2881150.0
7,3,129.41285767372725,1,3,3,1,2692385.0
6,5,205.96432552954295,2,4,4,2,5325160.0
4,5,139.817911557042,1,2,3,2,2970565.0
7,5,85.84169453734671,1,3,3,2,2442023.0
5,4,156.35451505016724,2,3,3,2,3427575.0
8,3,99.2196209587514,1,3,3,1,3069915.0
5,3,128.48383500557415,1,3,3,1,3278550.0
5,3,142.6049795615013,2,4,3,2,2361708.46
5,3,166.8524712002973,1,4,3,2,2781800.0
6,5,88.3500557413601,1,2,3,1,2116155.0
5,3,208.10107766629508,2,6,3,2,2840476.1100000003
5,5,219.62095875139354,2,2,5,3,12153624.59
7,3,114.82720178372352,1,3,3,1,2682450.0
6,3,79.71014492753623,1,2,3,1,2185700.0
7,3,121.33036046079525,1,2,3,1,3040110.0
5,5,140.18952062430324,2,3,4,2,3576600.0
5,5,155.1467855815682,2,3,4,3,4768800.0
6,3,83.79784466740989,1,3,3,1,2493685.0
5,3,98.75510962467484,1,3,3,1,2543360.0
5,5,151.98810850984765,2,3,4,3,5066850.0
7,4,191.09996283909328,1,3,4,1,4967500.0
5,3,83.79784466740989,1,2,3,2,2602970.0
5,5,137.86696395392048,2,3,4,2,3457380.0
5,3,211.25975473801563,2,5,3,2,3065941.0
7,3,117.80007432181345,1,3,4,1,2851345.0
7,3,94.29580081753996,1,3,3,1,1748560.0
6,3,185.99033816425123,2,4,3,3,2881150.0
5,5,113.71237458193981,2,2,4,2,3452074.71
5,2,101.44927536231884,1,3,3,1,1490250.0
3,3,44.593088071348944,0,1,3,1,701629.5700000001
6,5,114.17688591601636,1,3,3,1,2682450.0
5,5,197.603121516165,2,4,4,3,4729060.0
8,5,131.36380527684875,1,3,3,2,3507055.0
5,5,159.88480118914902,2,3,4,2,3993870.0
7,4,204.38498699368265,2,4,3,0,2899033.0
5,5,122.25938312894836,2,3,4,2,3377701.3000000003
5,5,150.22296544035675,2,2,4,2,3834910.0
6,3,156.63322185061315,2,3,3,2,4123025.0
6,3,104.60795243403939,2,3,5,2,3477250.0
5,5,220.54998141954664,2,4,5,3,5662950.0
5,4,183.76068376068378,2,4,3,2,3497120.0
5,5,166.10925306577482,2,3,5,2,4699255.0
5,4,207.72946859903382,2,4,4,2,4411140.0
5,5,136.1947231512449,2,3,4,3,3993870.0
6,5,85.93459680416203,1,2,3,1,2334725.0
5,5,176.9788182831661,2,3,5,3,6358400.0
5,5,139.35340022296546,2,3,4,2,3775300.0
7,5,192.214790040877,2,4,4,2,4808540.0
5,4,69.3979933110368,1,1,3,2,1587613.0
5,5,111.48272017837236,2,2,4,2,3673963.0
5,5,183.1103678929766,2,3,4,2,5027110.0
5,5,182.27424749163882,2,3,4,3,4764806.13
7,5,223.24414715719064,2,4,3,1,4856228.0
5,3,160.5351170568562,2,4,3,2,2998383.0
5,5,191.37866963953923,2,3,4,2,4252180.0
3,3,133.77926421404683,2,4,3,0,2980500.0
4,3,151.61649944258642,2,4,3,2,2841410.0
6,4,124.86064659977704,1,3,4,2,2732125.0
6,3,173.63433667781496,1,2,3,2,2481763.0
6,3,106.28019323671498,1,3,3,1,2841410.0
5,5,151.33779264214047,2,3,4,3,5364900.0
5,5,164.9944258639911,2,3,4,2,3824975.0
7,3,128.29803047194352,1,3,4,2,3924325.0
8,4,80.2675585284281,1,3,4,2,2563230.0
5,4,89.65068747677444,1,3,3,1,2382413.0
8,4,71.3489409141583,1,2,3,1,2660593.0
4,5,182.83166109253068,2,4,3,2,3417640.0
5,3,91.0442214790041,2,4,3,0,2533425.0
6,3,181.90263842437756,2,4,3,2,2881150.0
6,3,114.17688591601636,1,2,3,2,2463880.0
5,3,98.19769602378298,1,3,3,2,2622840.0
5,5,124.21033073206986,2,3,4,2,3675950.0
5,5,131.54960981047938,2,3,4,2,3079850.0
7,4,79.71014492753623,1,2,3,0,2314855.0
7,3,266.8153102935712,2,4,3,2,5404640.0
6,3,143.81270903010034,2,3,4,2,3079850.0
5,5,167.22408026755855,2,2,5,2,4748930.0
5,5,175.9568933481977,2,4,4,2,4270063.0
5,5,137.86696395392048,2,3,4,2,3554743.0
7,5,121.51616499442588,1,2,3,1,3179200.0
7,3,102.0066889632107,1,3,3,1,2682450.0
6,2,89.92939427722037,1,2,3,0,753073.0
5,3,101.72798216276477,1,2,3,1,2781800.0
4,3,110.73950204384988,1,4,3,0,2682450.0
5,5,151.05908584169455,2,2,4,2,3437510.0
5,3,85.28428093645485,2,2,3,1,1977065.0
5,5,132.6644370122631,2,3,4,2,3616340.0
8,3,187.5696767001115,1,3,4,2,3328225.0
5,5,128.39093273875883,2,3,4,2,3278550.0
7,3,80.73206986250464,1,2,2,0,1698885.0
5,5,115.29171311780009,1,1,4,2,3972013.0
5,5,83.05462653288741,1,3,3,2,2185700.0
6,3,104.14344109996284,1,3,3,2,2761930.0
9,4,92.80936454849498,1,3,5,2,3544808.0
5,5,242.6607209215905,2,4,4,3,6676320.0
5,5,117.61426978818284,2,2,4,2,3177113.6500000004
5,5,212.7461910070606,2,4,4,2,5084733.0
5,3,161.09253065774806,2,4,4,2,2503620.0
5,3,108.13823857302118,1,3,3,1,2483750.0
8,4,151.89520624303233,1,2,4,1,2324790.0
5,5,180.23039762170197,2,3,5,3,7852465.04
6,3,188.5916016350799,2,4,4,2,3874650.0
5,5,146.41397250092902,2,3,4,2,3914390.0
5,5,222.22222222222223,2,3,4,3,6914760.0
9,4,161.83574879227055,1,4,4,2,3338160.0
8,4,171.96209587513937,2,3,4,2,3715690.0
5,5,139.35340022296546,2,3,4,2,3455393.0
5,5,159.6060943887031,2,3,5,3,6706125.0
7,3,114.26978818283166,1,3,3,1,2416192.0
6,3,97.54738015607582,1,3,3,1,2712255.0
6,3,133.96506874767746,2,2,3,2,3675950.0
4,2,100.05574136008919,1,3,3,1,1808170.0
5,5,112.22593831289484,2,2,4,2,4093220.0
3,2,87.69973987365292,1,2,2,2,1629340.0
6,5,64.19546636937942,1,2,5,1,1708820.0
5,5,146.22816796729842,2,3,4,3,4609840.0
6,2,156.0758082497213,2,4,3,2,2720302.35
5,5,139.7250092902267,2,1,4,2,3596470.0
8,3,91.50873281308064,2,3,3,1,2978513.0
3,4,153.93905611296915,2,3,3,2,3248745.0
4,3,101.44927536231884,1,3,3,1,1748560.0
5,5,158.8628762541806,2,3,4,2,4768800.0
5,5,141.39725009290228,2,4,3,0,2026740.0
5,3,118.07878112225939,2,4,3,1,2682450.0
5,3,154.58937198067633,2,4,3,0,1987000.0
7,3,139.53920475659606,1,3,4,1,3278550.0
4,3,94.94611668524712,1,2,3,1,1688950.0
5,3,100.52025269416575,1,2,3,1,2368504.0
6,5,154.68227424749165,2,3,4,2,4510490.0
5,5,139.7250092902267,2,3,4,2,4033610.0
5,4,126.34708286882201,1,1,4,2,3725625.0
5,4,136.75213675213675,2,3,4,2,3179200.0
5,5,139.91081382385732,2,2,4,2,4242046.3
5,5,105.16536603493125,1,2,4,2,3497120.0
5,5,113.34076551467857,2,2,4,2,3854780.0
5,4,115.94202898550725,1,2,3,1,1728690.0
5,5,139.7250092902267,2,2,4,2,3795170.0
6,3,269.2307692307692,2,2,4,2,5702690.0
5,3,81.93979933110369,1,3,3,2,2235375.0
5,3,117.42846525455222,1,3,3,2,3328225.0
5,5,152.91713117800074,2,3,4,3,5823439.99
5,3,127.83351913786697,1,3,3,1,2086350.0
7,4,113.15496098104795,1,3,3,1,2344660.0
8,4,179.11557041991827,2,5,3,0,3179200.0
3,5,286.3247863247863,2,5,3,2,3914390.0
7,5,234.11371237458195,2,5,4,3,6159700.0
5,5,153.66034931252324,2,3,4,3,4570100.0
7,5,88.62876254180603,1,2,2,1,2379432.5
3,5,78.50241545893721,1,3,3,1,1669080.0
5,5,150.5016722408027,2,2,5,3,6268985.0
5,5,210.23782980304722,2,3,4,2,5702690.0
6,3,124.86064659977704,1,3,3,0,1927390.0
4,3,58.52842809364549,1,1,3,1,1589600.0
4,5,167.50278706800447,2,3,3,2,3079850.0
8,4,151.61649944258642,1,4,4,2,3437510.0
5,5,121.33036046079525,2,1,4,2,3894520.0
5,5,216.36937941285768,2,4,4,2,5211503.600000001
5,3,234.48532144184318,2,4,4,2,5523860.0
5,5,160.99962839093274,2,4,3,2,2773852.0
5,5,266.44370122630994,3,4,5,3,11059264.47
5,5,91.9732441471572,1,3,3,2,2881150.0
4,3,164.52991452991455,1,3,3,2,2285050.0
7,5,86.39910813823857,1,2,4,1,1686963.0
5,5,120.95875139353402,2,3,4,2,3506756.95
5,5,122.25938312894836,2,3,4,2,3976801.6700000004
6,3,183.66778149386846,1,4,3,2,3278550.0
6,5,141.76885916016352,1,4,3,1,2871215.0
5,5,184.7826086956522,2,3,4,2,5066850.0
5,3,141.4901523597176,2,3,3,2,3576600.0
5,5,126.71869193608325,2,2,4,2,3692839.5
6,5,171.86919360832405,2,3,4,2,4927760.0
5,5,202.8985507246377,2,3,5,3,6656450.0
7,3,184.96841322928282,1,3,3,2,4371400.0
5,5,124.30323299888518,2,2,4,2,4242245.0
4,3,83.05462653288741,1,2,3,3,1609470.0
5,3,217.11259754738018,2,5,3,2,1788300.0
6,4,102.47120029728725,1,2,4,2,2195635.0
6,5,107.20921590486809,1,3,3,2,3059980.0
5,5,209.95912300260127,2,3,4,2,6517360.0
7,4,145.94946116685247,2,3,3,2,3536860.0
6,3,149.66555183946488,1,4,3,2,3336173.0
