Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SalePrice
404,60,RL,93.0,12090,Pave,Reg,Lvl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,650.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1141,1141,GasA,Gd,Y,SBrkr,1165,1098,0,2263,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1998.0,Fin,2,420,258000
405,60,RL,,10364,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,806,806,GasA,Gd,Y,SBrkr,806,766,0,1572,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,373,168000
406,20,RL,,9991,Pave,IR1,Lvl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1116,Unf,0,165,1281,GasA,Ex,Y,SBrkr,1620,0,0,1620,1,0,2,0,3,1,TA,8,Min1,1,TA,Attchd,1993.0,Unf,2,490,150000
407,50,RL,51.0,10480,Pave,Reg,Lvl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1064,1064,GasA,Ex,Y,FuseA,1166,0,473,1639,0,0,1,0,3,1,TA,6,Maj2,0,,Detchd,1936.0,Unf,1,240,115000
408,70,RL,63.0,15576,Pave,Reg,Lvl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,840,840,GasA,Ex,Y,SBrkr,840,840,0,1680,0,0,2,0,4,1,TA,8,Typ,0,,Attchd,1960.0,Unf,1,308,177000
409,60,RL,109.0,14154,Pave,Reg,Lvl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1063,1063,GasA,Ex,Y,SBrkr,1071,1101,0,2172,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,RFn,3,947,280000
410,60,FV,85.0,10800,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,789,Unf,0,245,1034,GasA,Ex,Y,SBrkr,1050,1028,0,2078,1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,Fin,3,836,339750
411,20,RL,68.0,9571,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1276,1276,GasA,TA,Y,FuseA,1276,0,0,1276,0,0,1,0,3,1,TA,5,Mod,0,,Attchd,1958.0,Unf,1,350,60000
412,190,RL,100.0,34650,Pave,Reg,Bnk,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,1056,Unf,0,0,1056,GasA,TA,N,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1955.0,Fin,2,572,145000
413,20,FV,,4403,Pave,IR2,Lvl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,578,Unf,0,892,1470,GasA,Ex,Y,SBrkr,1478,0,0,1478,1,0,2,1,2,1,Gd,7,Typ,1,Gd,Attchd,2009.0,Fin,2,484,222000
414,30,RM,56.0,8960,Pave,Reg,Lvl,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1008,1008,GasA,Gd,Y,FuseA,1028,0,0,1028,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1927.0,Unf,2,360,115000
415,60,RL,59.0,11228,Pave,IR2,Lvl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,50,GLQ,531,499,1080,GasA,Ex,Y,SBrkr,1080,1017,0,2097,0,1,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993.0,Unf,3,678,228000
416,20,RL,73.0,8899,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1316,1340,GasA,Ex,Y,SBrkr,1340,0,0,1340,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007.0,Fin,2,396,181134
417,60,RL,74.0,7844,Pave,Reg,Lvl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,203.0,TA,TA,CBlock,TA,TA,No,ALQ,209,Unf,0,463,672,GasA,TA,Y,SBrkr,672,728,0,1400,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2,440,149500
418,70,RL,86.0,22420,Pave,IR1,Lvl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128,Unf,0,242,1370,GasW,TA,N,FuseA,1370,1254,0,2624,1,0,2,1,4,1,TA,10,Typ,1,Gd,Detchd,1918.0,Unf,3,864,239000
419,50,RL,60.0,8160,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,312,Unf,0,444,756,GasA,Fa,N,FuseF,756,378,0,1134,1,0,1,1,3,1,TA,7,Typ,0,,Detchd,1940.0,Unf,1,240,126000
420,20,RL,65.0,8450,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,0.0,TA,TA,CBlock,TA,TA,No,BLQ,775,Unf,0,281,1056,GasA,Ex,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1968.0,Unf,1,304,142000
421,90,RM,78.0,7060,Pave,Reg,Lvl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309,Unf,0,35,1344,GasA,Ex,Y,SBrkr,1344,0,0,1344,2,0,2,0,2,2,TA,8,Typ,0,,Attchd,1997.0,Fin,4,784,206300
422,20,RL,,16635,Pave,IR1,Lvl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,126.0,Gd,TA,CBlock,Gd,TA,No,ALQ,1246,Unf,0,356,1602,GasA,Gd,Y,SBrkr,1602,0,0,1602,0,1,2,0,3,1,Gd,8,Typ,1,TA,Attchd,1977.0,Fin,2,529,215000
423,20,RL,100.0,21750,Pave,Reg,HLS,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,988,988,GasA,Ex,Y,FuseA,988,0,0,988,0,0,1,0,2,1,TA,4,Typ,0,,Attchd,1954.0,RFn,2,520,113000
424,60,RL,80.0,9200,Pave,Reg,Lvl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,473.0,Gd,TA,PConc,Gd,TA,No,GLQ,986,Unf,0,484,1470,GasA,Gd,Y,SBrkr,1470,1160,0,2630,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,3,696,315000
425,20,RL,72.0,9000,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,616,Unf,0,580,1196,GasA,Gd,Y,FuseA,1196,0,0,1196,1,0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1956.0,RFn,1,297,139000
426,60,RM,60.0,3378,Pave,Reg,HLS,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,651,651,GasA,Gd,Y,SBrkr,707,682,0,1389,0,0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1947.0,Unf,1,240,135000
427,80,RL,,12800,Pave,Reg,Low,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518,Unf,0,0,1518,GasA,Gd,Y,SBrkr,1644,0,0,1644,1,1,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1989.0,Fin,2,569,275000
428,20,RL,77.0,8593,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,0.0,TA,TA,CBlock,TA,TA,No,Rec,288,Unf,0,619,907,GasA,Ex,Y,SBrkr,907,0,0,907,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1964.0,Unf,1,352,109008
429,20,RL,64.0,6762,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,664,Unf,0,544,1208,GasA,Ex,Y,SBrkr,1208,0,0,1208,1,0,2,0,2,1,Gd,6,Typ,0,,Attchd,2007.0,RFn,2,628,195400
430,20,RL,130.0,11457,Pave,IR1,Lvl,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005,Unf,0,387,1392,GasA,TA,Y,SBrkr,1412,0,0,1412,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1988.0,Unf,2,576,175000
431,160,RM,21.0,1680,Pave,Reg,Lvl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,232.0,TA,TA,CBlock,TA,TA,No,ALQ,387,Unf,0,96,483,GasA,TA,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,TA,4,Typ,0,,Detchd,1971.0,Unf,1,264,85400
432,50,RM,60.0,5586,Pave,IR1,Bnk,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Gd,Y,SBrkr,1088,110,0,1198,0,0,1,0,4,1,TA,7,Typ,0,,,,,0,0,79900
433,160,RM,24.0,1920,Pave,Reg,Lvl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,376.0,TA,TA,CBlock,TA,TA,No,ALQ,471,Unf,0,294,765,GasA,Ex,Y,SBrkr,765,600,0,1365,1,0,1,1,2,1,TA,6,Min1,0,,Detchd,1971.0,Unf,2,440,122500
434,60,RL,100.0,10839,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,926,926,GasA,Ex,Y,SBrkr,926,678,0,1604,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2,470,181000
435,180,RM,21.0,1890,Pave,Reg,Lvl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,495,Unf,0,135,630,GasA,Gd,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,TA,3,Typ,0,,,,,0,0,81000
436,60,RL,43.0,10667,Pave,IR2,Lvl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,385,ALQ,344,70,799,GasA,Ex,Y,SBrkr,827,834,0,1661,1,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1996.0,RFn,2,550,212000
437,50,RM,40.0,4400,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,648,648,GasA,TA,Y,FuseA,734,384,0,1118,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1990.0,Unf,2,440,116000
438,45,RM,50.0,6000,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,0.0,Gd,TA,PConc,TA,TA,No,Unf,0,Unf,0,884,884,GasA,Gd,Y,SBrkr,904,0,0,904,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1926.0,Unf,1,180,119000
439,30,RL,40.0,4280,Pave,Reg,Lvl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,0.0,TA,TA,PConc,TA,TA,No,LwQ,365,Unf,0,75,440,GasA,TA,N,SBrkr,694,0,0,694,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Detchd,1990.0,Unf,1,352,90350
440,50,RL,67.0,12354,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,Unf,0,684,684,GasA,Gd,Y,SBrkr,684,512,0,1196,0,0,1,0,3,1,Gd,7,Typ,0,,Detchd,2005.0,Unf,2,528,110000
441,20,RL,105.0,15431,Pave,Reg,Lvl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767,ALQ,539,788,3094,GasA,Ex,Y,SBrkr,2402,0,0,2402,1,0,2,0,2,1,Ex,10,Typ,2,Gd,Attchd,2008.0,Fin,3,672,555000
442,90,RL,92.0,12108,Pave,Reg,Lvl,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,270.0,TA,TA,CBlock,TA,TA,No,ALQ,133,Unf,0,1307,1440,GasA,TA,N,FuseF,1440,0,0,1440,0,0,2,0,4,2,Fa,8,Typ,0,,,,,0,0,118000
443,50,RM,52.0,6240,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,1078,1078,GasA,TA,Y,SBrkr,1128,445,0,1573,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1930.0,Unf,2,360,162900
444,120,RL,53.0,3922,Pave,Reg,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1258,1258,GasA,Ex,Y,SBrkr,1258,0,0,1258,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,3,648,172500
445,60,RL,70.0,8750,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,642,Unf,0,273,915,GasA,Ex,Y,SBrkr,933,975,0,1908,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994.0,Unf,2,493,210000
446,20,RL,73.0,9855,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,6,5,1956,1956,Hip,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1436,1436,GasA,Fa,Y,SBrkr,1689,0,0,1689,0,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,1956.0,Unf,2,480,127500
447,20,RL,137.0,16492,Pave,IR1,Lvl,NAmes,PosA,Norm,1Fam,1Story,6,6,1966,2002,Gable,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,247,Rec,713,557,1517,GasA,Ex,Y,SBrkr,1888,0,0,1888,0,0,2,1,2,1,Gd,6,Mod,1,Gd,Attchd,1966.0,Fin,2,578,190000
448,60,RL,,11214,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,930,930,GasA,Gd,Y,SBrkr,956,930,0,1886,0,0,2,1,4,1,Gd,10,Typ,1,TA,Attchd,1998.0,Fin,2,431,199900
449,50,RM,50.0,8600,Pave,Reg,Bnk,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,780,780,GasA,TA,Y,SBrkr,780,596,0,1376,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1937.0,Unf,1,198,119500
450,50,RM,50.0,6000,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,331,Unf,0,318,649,GasA,Ex,Y,SBrkr,679,504,0,1183,0,0,1,1,2,1,TA,6,Typ,0,,Detchd,1981.0,Unf,1,308,120000
451,30,RM,70.0,5684,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,813,813,GasA,Ex,Y,FuseA,813,0,0,813,0,0,1,0,2,1,Gd,5,Typ,0,,Detchd,1932.0,Unf,1,270,110000
452,20,RL,62.0,70761,Pave,IR1,Low,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655,Unf,0,878,1533,GasA,TA,Y,SBrkr,1533,0,0,1533,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1975.0,Unf,2,576,280000
453,60,RL,,9303,Pave,IR1,Lvl,Timber,Norm,Norm,1Fam,2Story,6,5,1996,1997,Hip,42.0,Gd,TA,PConc,Ex,TA,No,ALQ,742,Unf,0,130,872,GasA,Ex,Y,SBrkr,888,868,0,1756,1,0,2,1,3,1,TA,7,Typ,0,,Attchd,1996.0,Fin,2,422,204000
454,60,FV,75.0,9000,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,768,768,GasA,Ex,Y,SBrkr,786,804,0,1590,0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2008.0,RFn,2,676,210000
455,90,RL,63.0,9297,Pave,Reg,Lvl,Mitchel,Norm,Norm,Duplex,1Story,5,5,1976,1976,Gable,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1606,Unf,0,122,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,2,0,2,0,4,2,TA,8,Typ,0,,Detchd,1976.0,Unf,2,560,188000
456,20,RL,80.0,9600,Pave,Reg,Lvl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,320.0,TA,TA,CBlock,TA,TA,No,ALQ,916,Unf,0,326,1242,GasA,Fa,Y,SBrkr,1242,0,0,1242,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1973.0,Unf,2,528,175500
457,70,RM,34.0,4571,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,2Story,5,5,1916,1950,Gable,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,624,624,GasA,Fa,N,SBrkr,624,720,0,1344,0,0,1,0,4,1,TA,7,Typ,0,,Detchd,1916.0,Unf,3,513,98000
458,20,RL,,53227,Pave,IR1,Low,ClearCr,Norm,Norm,1Fam,1Story,4,6,1954,1994,Flat,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,1116,Unf,0,248,1364,GasA,Ex,Y,SBrkr,1663,0,0,1663,1,0,1,0,2,1,Gd,6,Min1,2,Gd,Attchd,1954.0,Fin,2,529,256000
459,70,RM,,5100,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,588,588,GasA,Fa,Y,SBrkr,833,833,0,1666,0,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1,228,161000
460,50,RL,,7015,Pave,IR1,Bnk,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1950,1950,Gable,161.0,TA,TA,CBlock,TA,TA,No,LwQ,185,Unf,0,524,709,GasA,TA,Y,SBrkr,979,224,0,1203,1,0,1,0,3,1,Gd,5,Typ,1,TA,Detchd,1950.0,Unf,1,352,110000
461,60,FV,75.0,8004,Pave,IR1,Lvl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2009,2009,Gable,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,544,Unf,0,288,832,GasA,Ex,Y,SBrkr,832,1103,0,1935,1,0,2,1,3,1,TA,8,Typ,0,,BuiltIn,2009.0,Fin,2,552,263435
462,70,RL,60.0,7200,Pave,Reg,Lvl,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,350,BLQ,210,0,560,GasA,Ex,Y,SBrkr,575,560,0,1135,1,0,1,0,3,1,Gd,6,Typ,0,,Detchd,1971.0,RFn,2,576,155000
463,20,RL,60.0,8281,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,0.0,TA,TA,CBlock,TA,TA,No,Rec,553,BLQ,311,0,864,GasA,Gd,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,1,Po,Detchd,1965.0,Unf,1,360,62383
464,70,RL,74.0,11988,Pave,IR1,HLS,Crawfor,Norm,Norm,1Fam,2Story,6,7,1934,1995,Hip,0.0,TA,TA,CBlock,TA,TA,No,LwQ,326,Unf,0,389,715,GasA,Fa,Y,FuseA,849,811,0,1660,0,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1,240,188700
465,20,RL,60.0,8430,Pave,Reg,HLS,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,136.0,TA,TA,CBlock,Gd,TA,No,Rec,616,Unf,0,424,1040,GasA,TA,Y,SBrkr,1040,0,0,1040,0,0,2,0,3,1,TA,5,Typ,0,,,,,0,0,124000
466,120,RM,,3072,Pave,Reg,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,18.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1375,1375,GasA,Ex,Y,SBrkr,1414,0,0,1414,0,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2004.0,Fin,2,398,178740
467,20,RL,85.0,10628,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,7,5,1970,1970,Flat,0.0,TA,Gd,CBlock,TA,Gd,Gd,GLQ,778,Unf,0,499,1277,GasA,TA,Y,SBrkr,1277,0,0,1277,1,0,1,0,2,1,TA,5,Typ,1,Po,Attchd,1970.0,Unf,2,526,167000
468,70,RL,79.0,9480,Pave,Reg,Lvl,NAmes,Artery,Norm,1Fam,2Story,5,7,1942,1995,Gable,224.0,TA,TA,CBlock,TA,TA,No,LwQ,386,Unf,0,342,728,GasA,Ex,Y,SBrkr,888,756,0,1644,0,0,1,1,3,1,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1,312,146500
469,20,RL,98.0,11428,Pave,IR1,Lvl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,248.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1626,1626,GasA,Ex,Y,SBrkr,1634,0,0,1634,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,866,250000
470,60,RL,76.0,9291,Pave,IR1,Lvl,SawyerW,RRNe,Norm,1Fam,2Story,6,5,1993,1993,Gable,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,426,Unf,0,406,832,GasA,Ex,Y,SBrkr,832,878,0,1710,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1993.0,RFn,2,506,187000
471,120,RL,,6820,Pave,IR1,Lvl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,368,BLQ,1120,0,1488,GasA,TA,Y,SBrkr,1502,0,0,1502,1,0,1,1,1,1,Gd,4,Typ,0,,Attchd,1985.0,RFn,2,528,212000
472,60,RL,92.0,11952,Pave,Reg,Lvl,NWAmes,PosA,Norm,1Fam,2Story,7,6,1977,1977,Mansard,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,808,808,GasA,TA,Y,SBrkr,1161,808,0,1969,0,0,2,1,3,1,TA,8,Typ,1,Gd,Attchd,1977.0,RFn,2,534,190000
473,180,RM,35.0,3675,Pave,Reg,Lvl,Edwards,Norm,Norm,TwnhsE,SLvl,6,5,2005,2005,Gable,80.0,TA,TA,PConc,Gd,TA,Gd,GLQ,459,Unf,0,88,547,GasA,Ex,Y,SBrkr,1072,0,0,1072,1,0,1,0,2,1,TA,5,Typ,0,,Basment,2005.0,RFn,2,525,148000
474,20,RL,110.0,14977,Pave,IR1,Lvl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,304.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1350,Unf,0,626,1976,GasA,Ex,Y,SBrkr,1976,0,0,1976,1,0,2,0,2,1,Gd,7,Typ,1,Ex,Attchd,2006.0,RFn,3,908,440000
475,120,RL,41.0,5330,Pave,Reg,Lvl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1196,Unf,0,298,1494,GasA,Ex,Y,SBrkr,1652,0,0,1652,1,0,2,0,2,1,Ex,6,Typ,0,,Attchd,2000.0,RFn,2,499,251000
476,20,RL,80.0,8480,Pave,Reg,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,0.0,TA,TA,CBlock,TA,TA,No,GLQ,630,Unf,0,340,970,GasA,TA,Y,SBrkr,970,0,0,970,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1996.0,Unf,2,624,132500
477,20,RL,75.0,13125,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1998,Gable,215.0,TA,TA,PConc,Gd,TA,Gd,GLQ,994,Unf,0,484,1478,GasA,Ex,Y,SBrkr,1493,0,0,1493,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1997.0,Fin,2,508,208900
478,60,RL,105.0,13693,Pave,Reg,Lvl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,772.0,Ex,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,2153,2153,GasA,Ex,Y,SBrkr,2069,574,0,2643,0,0,2,1,3,1,Ex,9,Typ,1,Gd,BuiltIn,2006.0,Fin,3,694,380000
479,20,RL,79.0,10637,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,336.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1288,Unf,0,417,1705,GasA,Ex,Y,SBrkr,1718,0,0,1718,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,826,297000
